section_type,section_number,class_number,open_seats,total_seats,reserved,percent,timestamp
Laboratory,02L,7104,0,16,No,100,"2021-07-20 20:17:42.373652"
Laboratory,03L,7105,1,10,No,90,"2021-07-20 20:17:42.373662"
Laboratory,04L,7106,0,16,No,100,"2021-07-20 20:17:42.373671"
Lecture,001,7111,6,50,No,88,"2021-07-20 20:17:42.373681"
Lecture,002,7112,15,50,No,70,"2021-07-20 20:17:42.373690"
Laboratory,01L,7113,0,10,No,100,"2021-07-20 20:17:42.373699"
Laboratory,02L,7114,0,10,No,100,"2021-07-20 20:17:42.373709"
Laboratory,04L,7116,3,10,No,70,"2021-07-20 20:17:42.373717"
Laboratory,05L,7117,0,10,No,100,"2021-07-20 20:17:42.373726"
Laboratory,06L,7118,0,10,No,100,"2021-07-20 20:17:42.373735"
Laboratory,07L,7119,0,10,No,100,"2021-07-20 20:17:42.373743"
Laboratory,08L,7120,3,10,No,70,"2021-07-20 20:17:42.373754"
Laboratory,09L,7121,0,10,No,100,"2021-07-20 20:17:42.373763"
IND,01,10736,0,1,No,100,"2021-07-20 20:17:42.373772"
IND,02,10737,1,1,No,0,"2021-07-20 20:17:42.373782"
Lecture,001,7129,9,12,No,25,"2021-07-20 20:17:42.373791"
Laboratory,01L,7130,9,12,No,25,"2021-07-20 20:17:42.373800"
Lecture,001,7049,13,20,No,35,"2021-07-20 20:17:42.373809"
Laboratory,01L,7050,5,8,No,37.5,"2021-07-20 20:17:42.373819"
Laboratory,02L,7051,4,8,No,50,"2021-07-20 20:17:42.373830"
Lecture,001,7484,0,12,No,100,"2021-07-20 20:17:42.373840"
Laboratory,01L,7485,0,12,No,100,"2021-07-20 20:17:42.373849"
Lecture,001,7037,9,60,No,85,"2021-07-20 20:17:42.373859"
Laboratory,01L,7038,2,10,No,80,"2021-07-20 20:17:42.373868"
Laboratory,02L,7039,2,10,No,80,"2021-07-20 20:17:42.373877"
Laboratory,03L,7040,-2,10,No,120,"2021-07-20 20:17:42.373900"
Laboratory,04L,7041,0,10,No,100,"2021-07-20 20:17:42.373909"
Laboratory,05L,7042,3,10,No,70,"2021-07-20 20:17:42.373918"
Laboratory,06L,9720,5,10,No,50,"2021-07-20 20:17:42.373927"
Lecture,001,5194,60,150,No,60,"2021-07-20 20:17:42.373937"
Discussion,01D,5195,60,150,No,60,"2021-07-20 20:17:42.373947"
Lecture,01,5220,0,40,No,100,"2021-07-20 20:17:42.373956"
Lecture,001,7161,23,24,No,4.16666666666667,"2021-07-20 20:17:42.373964"
Discussion,01D,7162,23,24,No,4.16666666666667,"2021-07-20 20:17:42.373974"
Lecture,001,5490,6,60,No,90,"2021-07-20 20:17:42.373984"
Laboratory,01L,5491,0,15,No,100,"2021-07-20 20:17:42.373993"
Laboratory,02L,5492,6,15,No,60,"2021-07-20 20:17:42.374002"
Laboratory,03L,5493,0,15,No,100,"2021-07-20 20:17:42.374011"
Laboratory,04L,5494,2,15,No,86.6666666666667,"2021-07-20 20:17:42.374020"
IND,01,10626,1,1,No,0,"2021-07-20 20:17:42.374054"
IND,02,10738,0,1,No,100,"2021-07-20 20:17:42.374063"
Lecture,01,7160,9,24,No,62.5,"2021-07-20 20:17:42.374071"
Lecture,01,7080,0,16,No,100,"2021-07-20 20:17:42.374081"
Lecture,01,7142,9,45,No,80,"2021-07-20 20:17:42.374089"
Lecture,01,7150,7,60,No,88.3333333333333,"2021-07-20 20:17:42.374099"
IND,01,10610,0,1,No,100,"2021-07-20 20:17:42.374108"
Lecture,01,7052,18,20,No,10,"2021-07-20 20:17:42.374117"
Lecture,08,5482,0,20,No,100,"2021-07-20 20:17:42.374127"
SEM,01,5873,0,15,No,100,"2021-07-20 20:04:02.463510"
SEM,02,5874,0,12,No,100,"2021-07-20 20:04:02.463569"
SEM,01,7792,0,18,No,100,"2021-07-20 20:04:02.463577"
Lecture,01,5870,0,50,No,100,"2021-07-20 20:04:02.463583"
SEM,01,5976,13,18,No,27.7777777777778,"2021-07-20 20:04:02.463589"
Lecture,01,9689,93,190,No,51.0526315789474,"2021-07-20 20:04:02.463595"
Lecture,01,5875,1,15,No,93.3333333333333,"2021-07-20 20:04:02.463601"
Lecture,02,5876,0,15,No,100,"2021-07-20 20:04:02.463608"
SEM,01,5916,0,18,No,100,"2021-07-20 20:04:02.463613"
Lecture,001,5929,21,237,No,91.1392405063291,"2021-07-20 20:04:02.463620"
Laboratory,01L,5930,0,16,No,100,"2021-07-20 20:04:02.463625"
Laboratory,02L,5931,0,14,No,100,"2021-07-20 20:04:02.463630"
Laboratory,03L,5932,0,16,No,100,"2021-07-20 20:04:02.463636"
Laboratory,04L,5933,0,14,No,100,"2021-07-20 20:04:02.463641"
Laboratory,05L,5934,0,16,No,100,"2021-07-20 20:04:02.463646"
Laboratory,06L,5935,2,14,No,85.7142857142857,"2021-07-20 20:04:02.463652"
Laboratory,07L,5980,0,16,No,100,"2021-07-20 20:04:02.463657"
Laboratory,08L,5936,0,14,No,100,"2021-07-20 20:04:02.463662"
Laboratory,09L,5937,0,16,No,100,"2021-07-20 20:04:02.463668"
Laboratory,10L,5938,4,14,No,71.4285714285714,"2021-07-20 20:04:02.463673"
Laboratory,11L,5939,3,16,No,81.25,"2021-07-20 20:04:02.463678"
Laboratory,12L,5940,2,14,No,85.7142857142857,"2021-07-20 20:04:02.463684"
Laboratory,13L,5941,6,16,No,62.5,"2021-07-20 20:04:02.463690"
Laboratory,14L,5942,4,14,No,71.4285714285714,"2021-07-20 20:04:02.463694"
Laboratory,15L,5943,0,14,No,100,"2021-07-20 20:04:02.463699"
Laboratory,16L,5944,0,13,No,100,"2021-07-20 20:04:02.463705"
Laboratory,01L,5967,0,2,No,100,"2021-07-20 20:04:02.463710"
Laboratory,02L,5968,0,2,No,100,"2021-07-20 20:04:02.463715"
Laboratory,03L,5969,1,2,No,50,"2021-07-20 20:04:02.463721"
Laboratory,04L,5970,0,2,No,100,"2021-07-20 20:04:02.463726"
Laboratory,05L,5971,0,2,No,100,"2021-07-20 20:04:02.463731"
Laboratory,06L,5972,0,2,No,100,"2021-07-20 20:04:02.463736"
Laboratory,07L,5973,0,2,No,100,"2021-07-20 20:04:02.463741"
Laboratory,08L,5974,0,2,No,100,"2021-07-20 20:04:02.463746"
Laboratory,09L,5975,0,2,No,100,"2021-07-20 20:04:02.463754"
Laboratory,01,9542,8,10,No,20,"2021-07-20 20:04:02.463763"
Lecture,001,5877,20,208,No,90.3846153846154,"2021-07-20 20:04:02.463771"
Laboratory,01L,5878,1,8,No,87.5,"2021-07-20 20:04:02.463782"
Laboratory,02L,5879,2,8,No,75,"2021-07-20 20:04:02.463790"
Laboratory,03L,5880,0,16,No,100,"2021-07-20 20:04:02.463799"
Laboratory,04L,5881,0,16,No,100,"2021-07-20 20:04:02.463807"
Laboratory,05L,5882,0,16,No,100,"2021-07-20 20:04:02.463816"
Laboratory,06L,5883,0,16,No,100,"2021-07-20 20:04:02.463824"
Laboratory,07L,5884,1,8,No,87.5,"2021-07-20 20:04:02.463832"
Laboratory,08L,5885,4,8,No,50,"2021-07-20 20:04:02.463840"
Laboratory,09L,5886,4,16,No,75,"2021-07-20 20:04:02.463845"
Laboratory,10L,5887,2,16,No,87.5,"2021-07-20 20:04:02.463851"
Laboratory,11L,5888,1,8,No,87.5,"2021-07-20 20:04:02.463856"
Laboratory,12L,5889,2,8,No,75,"2021-07-20 20:04:02.463861"
Laboratory,13L,5890,0,8,No,100,"2021-07-20 20:04:02.463866"
Laboratory,14L,5891,1,8,No,87.5,"2021-07-20 20:04:02.463872"
Laboratory,15L,5892,0,10,No,100,"2021-07-20 20:04:02.463878"
Laboratory,16L,5893,0,6,No,100,"2021-07-20 20:04:02.463883"
Laboratory,17L,5894,1,8,No,87.5,"2021-07-20 20:04:02.463888"
Laboratory,18L,5895,1,8,No,87.5,"2021-07-20 20:04:02.463893"
Laboratory,19L,5896,0,16,No,100,"2021-07-20 20:04:02.463899"
SEM,01,5961,0,18,No,100,"2021-07-20 20:04:02.463905"
Lecture,01,5950,0,48,No,100,"2021-07-20 20:04:02.463911"
Lecture,001,5897,0,50,No,100,"2021-07-20 20:04:02.463916"
Laboratory,01L,5898,0,17,No,100,"2021-07-20 20:04:02.463921"
Laboratory,02L,5899,0,16,No,100,"2021-07-20 20:04:02.463926"
Laboratory,03L,5900,0,17,No,100,"2021-07-20 20:04:02.463932"
Laboratory,01L,5964,1,1,No,0,"2021-07-20 20:04:02.463938"
Laboratory,02L,5965,0,2,No,100,"2021-07-20 20:04:02.463943"
Laboratory,03L,5966,0,1,No,100,"2021-07-20 20:04:02.463948"
Lecture,001,5905,0,36,No,100,"2021-07-20 20:04:02.463954"
Discussion,01D,5906,0,18,No,100,"2021-07-20 20:04:02.463960"
Discussion,02D,5907,0,18,No,100,"2021-07-20 20:04:02.463965"
Lecture,01,5949,0,20,No,100,"2021-07-20 20:04:02.463971"
Lecture,001,5901,0,60,No,100,"2021-07-20 20:04:02.463977"
Discussion,01D,5902,0,20,No,100,"2021-07-20 20:04:02.463985"
Discussion,02D,5903,0,20,No,100,"2021-07-20 20:04:02.463994"
Discussion,03D,5904,0,20,No,100,"2021-07-20 20:04:02.464002"
Lecture,001,4968,24,75,No,68,"2021-07-20 20:04:02.464007"
Discussion,01D,4969,11,40,No,72.5,"2021-07-20 20:04:02.464013"
Discussion,02D,4970,13,35,No,62.8571428571429,"2021-07-20 20:04:02.464017"
SEM,01,9608,4,12,No,66.6666666666667,"2021-07-20 20:04:02.464023"
Lecture,01,4462,0,40,No,100,"2021-07-20 20:04:02.464028"
Lecture,001,7351,26,100,No,74,"2021-07-20 20:04:02.464034"
Discussion,01D,7352,0,19,No,100,"2021-07-20 20:04:02.464039"
Discussion,02D,7353,1,18,Yes,94.4444444444444,"2021-07-20 20:04:02.464046"
Discussion,03D,7354,0,19,No,100,"2021-07-20 20:04:02.464051"
Discussion,04D,7355,0,19,No,100,"2021-07-20 20:04:02.464056"
Lecture,01,5945,0,24,No,100,"2021-07-20 20:04:02.464061"
Lecture,01,5962,0,31,No,100,"2021-07-20 20:04:02.464067"
Laboratory,01,9514,4,12,No,66.6666666666667,"2021-07-20 20:04:02.464073"
IND,01,1668,25,25,No,0,"2021-07-20 20:04:02.464079"
IND,02,1669,3,4,No,25,"2021-07-20 20:04:02.464084"
IND,03,1670,4,4,No,0,"2021-07-20 20:04:02.464089"
IND,04,1671,3,4,No,25,"2021-07-20 20:04:02.464094"
IND,05,1672,4,4,No,0,"2021-07-20 20:04:02.464099"
IND,06,1673,4,4,No,0,"2021-07-20 20:04:02.464103"
IND,07,1674,4,4,No,0,"2021-07-20 20:04:02.464109"
IND,08,1675,4,4,No,0,"2021-07-20 20:04:02.464113"
IND,09,1676,4,4,No,0,"2021-07-20 20:04:02.464118"
IND,10,1677,4,4,No,0,"2021-07-20 20:04:02.464123"
IND,11,1678,4,4,No,0,"2021-07-20 20:04:02.464128"
IND,12,1679,4,4,No,0,"2021-07-20 20:04:02.464133"
IND,13,1680,4,4,No,0,"2021-07-20 20:04:02.464138"
IND,14,1681,4,4,No,0,"2021-07-20 20:04:02.464143"
IND,15,1682,4,4,No,0,"2021-07-20 20:04:02.464148"
IND,16,1683,4,4,No,0,"2021-07-20 20:04:02.464154"
IND,17,1684,4,4,No,0,"2021-07-20 20:04:02.464159"
IND,18,1685,4,4,No,0,"2021-07-20 20:04:02.464165"
IND,19,1686,4,4,No,0,"2021-07-20 20:04:02.464170"
IND,20,1687,4,4,No,0,"2021-07-20 20:04:02.464174"
IND,50,10432,2,3,No,33.3333333333333,"2021-07-20 20:04:02.464180"
IND,51,10433,2,3,No,33.3333333333333,"2021-07-20 20:04:02.464185"
IND,52,10434,2,3,No,33.3333333333333,"2021-07-20 20:04:02.464190"
IND,53,10435,3,3,No,0,"2021-07-20 20:04:02.464196"
IND,54,10436,3,3,No,0,"2021-07-20 20:04:02.464204"
IND,55,10446,3,3,No,0,"2021-07-20 20:04:02.464212"
IND,56,10447,3,3,No,0,"2021-07-20 20:04:02.464220"
IND,57,10448,3,3,No,0,"2021-07-20 20:04:02.464228"
IND,58,10449,3,3,No,0,"2021-07-20 20:04:02.464236"
IND,59,10450,3,3,No,0,"2021-07-20 20:04:02.464245"
IND,60,10451,3,3,No,0,"2021-07-20 20:04:02.464252"
IND,01,1667,5,5,No,0,"2021-07-20 20:04:02.464257"
IND,01,2307,1,1,No,0,"2021-07-20 20:04:02.464261"
IND,02,2308,1,1,No,0,"2021-07-20 20:04:02.464267"
IND,03,2309,1,1,No,0,"2021-07-20 20:04:02.464271"
IND,04,2310,1,1,No,0,"2021-07-20 20:04:02.464276"
IND,05,2311,0,1,No,100,"2021-07-20 20:04:02.464282"
IND,06,2312,1,1,No,0,"2021-07-20 20:04:02.464287"
IND,07,2313,1,1,No,0,"2021-07-20 20:04:02.464293"
IND,08,2314,1,1,No,0,"2021-07-20 20:04:02.464298"
IND,09,2315,1,1,No,0,"2021-07-20 20:04:02.464303"
IND,10,2316,1,1,No,0,"2021-07-20 20:04:02.464309"
Lecture,01,9561,7,15,No,53.3333333333333,"2021-07-20 20:04:02.464314"
Lecture,01,4261,14,20,No,30,"2021-07-20 20:04:02.464320"
Lecture,01,5954,0,24,No,100,"2021-07-20 20:04:02.464326"
Lecture,001,5917,7,38,No,81.5789473684211,"2021-07-20 20:04:02.464332"
Discussion,01D,5918,6,18,No,66.6666666666667,"2021-07-20 20:04:02.464337"
Discussion,02D,5919,1,20,No,95,"2021-07-20 20:04:02.464343"
Lecture,001,5914,0,12,No,100,"2021-07-20 20:04:02.464348"
Laboratory,01L,5915,0,12,No,100,"2021-07-20 20:04:02.464354"
SEM,001,5925,0,12,No,100,"2021-07-20 20:04:02.464361"
Laboratory,01L,5926,0,12,No,100,"2021-07-20 20:04:02.464366"
Laboratory,01,9532,6,8,No,25,"2021-07-20 20:04:02.464372"
Laboratory,02,10479,1,2,No,50,"2021-07-20 20:04:02.464378"
Lecture,01,9511,0,15,No,100,"2021-07-20 20:04:02.464395"
Laboratory,01,9519,0,9,No,100,"2021-07-20 20:04:02.464402"
IND,01,1753,5,5,No,0,"2021-07-20 20:04:02.464407"
IND,02,1754,1,1,No,0,"2021-07-20 20:04:02.464413"
IND,03,1755,3,3,No,0,"2021-07-20 20:04:02.464417"
IND,04,1756,5,5,No,0,"2021-07-20 20:04:02.464422"
IND,05,1757,5,5,No,0,"2021-07-20 20:04:02.464427"
SEM,01,5913,0,15,No,100,"2021-07-20 20:04:02.464432"
SEM,01,5911,0,15,No,100,"2021-07-20 20:04:02.464437"
Lecture,01,7506,10,15,No,33.3333333333333,"2021-07-20 20:04:02.464442"
Lecture,01,5922,13,30,No,56.6666666666667,"2021-07-20 20:04:02.464448"
SEM,001,5956,0,13,No,100,"2021-07-20 20:04:02.464453"
Laboratory,01L,5957,0,13,No,100,"2021-07-20 20:04:02.464458"
SEM,01,5960,6,15,No,60,"2021-07-20 20:04:02.464463"
SEM,01,5947,0,18,No,100,"2021-07-20 20:04:02.464469"
SEM,01,5951,0,12,No,100,"2021-07-20 20:04:02.464475"
Lecture,01,9549,1,10,No,90,"2021-07-20 20:04:02.464481"
IND,01,1704,5,5,No,0,"2021-07-20 20:04:02.464486"
IND,01,1688,25,25,No,0,"2021-07-20 20:04:02.464496"
IND,02,1689,4,4,No,0,"2021-07-20 20:04:02.464502"
IND,03,1690,4,4,No,0,"2021-07-20 20:04:02.464507"
IND,04,1691,4,4,No,0,"2021-07-20 20:04:02.464512"
IND,05,1692,4,4,No,0,"2021-07-20 20:04:02.464518"
IND,06,1693,4,4,No,0,"2021-07-20 20:04:02.464524"
IND,07,1694,4,4,No,0,"2021-07-20 20:04:02.464530"
IND,08,1695,4,4,No,0,"2021-07-20 20:04:02.464535"
IND,09,1696,4,4,No,0,"2021-07-20 20:04:02.464541"
IND,10,1697,4,4,No,0,"2021-07-20 20:04:02.464546"
IND,11,1698,4,4,No,0,"2021-07-20 20:04:02.464551"
IND,12,1699,4,4,No,0,"2021-07-20 20:04:02.464556"
IND,13,1700,4,4,No,0,"2021-07-20 20:04:02.464561"
IND,14,1701,4,4,No,0,"2021-07-20 20:04:02.464566"
IND,15,1702,4,4,No,0,"2021-07-20 20:04:02.464571"
IND,16,1703,4,4,No,0,"2021-07-20 20:04:02.464576"
IND,17,1705,4,4,No,0,"2021-07-20 20:04:02.464581"
IND,18,1706,4,4,No,0,"2021-07-20 20:04:02.464586"
IND,19,1707,4,4,No,0,"2021-07-20 20:04:02.464591"
IND,20,1708,4,4,No,0,"2021-07-20 20:04:02.464596"
IND,50,10437,1,3,No,66.6666666666667,"2021-07-20 20:04:02.464601"
IND,51,10438,3,3,No,0,"2021-07-20 20:04:02.464607"
IND,52,10439,3,3,No,0,"2021-07-20 20:04:02.464612"
IND,53,10440,3,3,No,0,"2021-07-20 20:04:02.464617"
IND,54,10441,3,3,No,0,"2021-07-20 20:04:02.464623"
IND,55,10452,3,3,No,0,"2021-07-20 20:04:02.464628"
IND,56,10453,3,3,No,0,"2021-07-20 20:04:02.464633"
IND,57,10454,3,3,No,0,"2021-07-20 20:04:02.464639"
IND,58,10455,3,3,No,0,"2021-07-20 20:04:02.464644"
IND,59,10456,3,3,No,0,"2021-07-20 20:04:02.464649"
IND,60,10457,3,3,No,0,"2021-07-20 20:04:02.464654"
SEM,01,5873,0,15,No,100,"2021-07-20 20:17:45.896853"
SEM,02,5874,0,12,No,100,"2021-07-20 20:17:45.896916"
SEM,01,7792,0,18,No,100,"2021-07-20 20:17:45.896922"
Lecture,01,5870,0,50,No,100,"2021-07-20 20:17:45.896927"
SEM,01,5976,13,18,No,27.7777777777778,"2021-07-20 20:17:45.896933"
Lecture,01,9689,93,190,No,51.0526315789474,"2021-07-20 20:17:45.896938"
Lecture,01,5875,1,15,No,93.3333333333333,"2021-07-20 20:17:45.896944"
Lecture,02,5876,0,15,No,100,"2021-07-20 20:17:45.896950"
SEM,01,5916,0,18,No,100,"2021-07-20 20:17:45.896954"
Lecture,001,5929,21,237,No,91.1392405063291,"2021-07-20 20:17:45.896960"
Laboratory,01L,5930,0,16,No,100,"2021-07-20 20:17:45.896965"
Laboratory,02L,5931,0,14,No,100,"2021-07-20 20:17:45.896970"
Laboratory,03L,5932,0,16,No,100,"2021-07-20 20:17:45.896974"
Laboratory,04L,5933,0,14,No,100,"2021-07-20 20:17:45.896979"
Laboratory,05L,5934,0,16,No,100,"2021-07-20 20:17:45.896984"
Laboratory,06L,5935,2,14,No,85.7142857142857,"2021-07-20 20:17:45.896989"
Laboratory,07L,5980,0,16,No,100,"2021-07-20 20:17:45.896994"
Laboratory,08L,5936,0,14,No,100,"2021-07-20 20:17:45.896999"
Laboratory,09L,5937,0,16,No,100,"2021-07-20 20:17:45.897003"
Laboratory,10L,5938,4,14,No,71.4285714285714,"2021-07-20 20:17:45.897008"
Laboratory,11L,5939,3,16,No,81.25,"2021-07-20 20:17:45.897013"
Laboratory,12L,5940,2,14,No,85.7142857142857,"2021-07-20 20:17:45.897018"
Laboratory,13L,5941,6,16,No,62.5,"2021-07-20 20:17:45.897023"
Laboratory,14L,5942,4,14,No,71.4285714285714,"2021-07-20 20:17:45.897027"
Laboratory,15L,5943,0,14,No,100,"2021-07-20 20:17:45.897031"
Laboratory,16L,5944,0,13,No,100,"2021-07-20 20:17:45.897036"
Laboratory,01L,5967,0,2,No,100,"2021-07-20 20:17:45.897041"
Laboratory,02L,5968,0,2,No,100,"2021-07-20 20:17:45.897045"
Laboratory,03L,5969,1,2,No,50,"2021-07-20 20:17:45.897050"
Laboratory,04L,5970,0,2,No,100,"2021-07-20 20:17:45.897055"
Laboratory,05L,5971,0,2,No,100,"2021-07-20 20:17:45.897059"
Laboratory,06L,5972,0,2,No,100,"2021-07-20 20:17:45.897064"
Laboratory,07L,5973,0,2,No,100,"2021-07-20 20:17:45.897068"
Laboratory,08L,5974,0,2,No,100,"2021-07-20 20:17:45.897073"
Laboratory,09L,5975,0,2,No,100,"2021-07-20 20:17:45.897077"
Laboratory,01,9542,8,10,No,20,"2021-07-20 20:17:45.897083"
Lecture,001,5877,20,208,No,90.3846153846154,"2021-07-20 20:17:45.897087"
Laboratory,01L,5878,1,8,No,87.5,"2021-07-20 20:17:45.897092"
Laboratory,02L,5879,2,8,No,75,"2021-07-20 20:17:45.897098"
Laboratory,03L,5880,0,16,No,100,"2021-07-20 20:17:45.897103"
Laboratory,04L,5881,0,16,No,100,"2021-07-20 20:17:45.897107"
Laboratory,05L,5882,0,16,No,100,"2021-07-20 20:17:45.897112"
Laboratory,06L,5883,0,16,No,100,"2021-07-20 20:17:45.897117"
Laboratory,07L,5884,1,8,No,87.5,"2021-07-20 20:17:45.897121"
Laboratory,08L,5885,4,8,No,50,"2021-07-20 20:17:45.897126"
Laboratory,09L,5886,4,16,No,75,"2021-07-20 20:17:45.897130"
Laboratory,10L,5887,2,16,No,87.5,"2021-07-20 20:17:45.897135"
Laboratory,11L,5888,1,8,No,87.5,"2021-07-20 20:17:45.897139"
Laboratory,12L,5889,2,8,No,75,"2021-07-20 20:17:45.897144"
Laboratory,13L,5890,0,8,No,100,"2021-07-20 20:17:45.897148"
Laboratory,14L,5891,1,8,No,87.5,"2021-07-20 20:17:45.897154"
Laboratory,15L,5892,0,10,No,100,"2021-07-20 20:17:45.897158"
Laboratory,16L,5893,0,6,No,100,"2021-07-20 20:17:45.897163"
Laboratory,17L,5894,1,8,No,87.5,"2021-07-20 20:17:45.897167"
Laboratory,18L,5895,1,8,No,87.5,"2021-07-20 20:17:45.897172"
Laboratory,19L,5896,0,16,No,100,"2021-07-20 20:17:45.897176"
SEM,01,5961,0,18,No,100,"2021-07-20 20:17:45.897181"
Lecture,01,5950,0,48,No,100,"2021-07-20 20:17:45.897187"
Lecture,001,5897,0,50,No,100,"2021-07-20 20:17:45.897192"
Laboratory,01L,5898,0,17,No,100,"2021-07-20 20:17:45.897197"
Laboratory,02L,5899,0,16,No,100,"2021-07-20 20:17:45.897201"
Laboratory,03L,5900,0,17,No,100,"2021-07-20 20:17:45.897206"
Laboratory,01L,5964,1,1,No,0,"2021-07-20 20:17:45.897210"
Laboratory,02L,5965,0,2,No,100,"2021-07-20 20:17:45.897215"
Laboratory,03L,5966,0,1,No,100,"2021-07-20 20:17:45.897220"
Lecture,001,5905,0,36,No,100,"2021-07-20 20:17:45.897225"
Discussion,01D,5906,0,18,No,100,"2021-07-20 20:17:45.897229"
Discussion,02D,5907,0,18,No,100,"2021-07-20 20:17:45.897234"
Lecture,01,5949,0,20,No,100,"2021-07-20 20:17:45.897238"
Lecture,001,5901,0,60,No,100,"2021-07-20 20:17:45.897243"
Discussion,01D,5902,0,20,No,100,"2021-07-20 20:17:45.897248"
Discussion,02D,5903,0,20,No,100,"2021-07-20 20:17:45.897252"
Discussion,03D,5904,0,20,No,100,"2021-07-20 20:17:45.897257"
Lecture,001,4968,24,75,No,68,"2021-07-20 20:17:45.897261"
Discussion,01D,4969,11,40,No,72.5,"2021-07-20 20:17:45.897266"
Discussion,02D,4970,13,35,No,62.8571428571429,"2021-07-20 20:17:45.897270"
SEM,01,9608,4,12,No,66.6666666666667,"2021-07-20 20:17:45.897275"
Lecture,01,4462,0,40,No,100,"2021-07-20 20:17:45.897280"
Lecture,001,7351,26,100,No,74,"2021-07-20 20:17:45.897293"
Discussion,01D,7352,0,19,No,100,"2021-07-20 20:17:45.897298"
Discussion,02D,7353,1,18,Yes,94.4444444444444,"2021-07-20 20:17:45.897304"
Discussion,03D,7354,0,19,No,100,"2021-07-20 20:17:45.897309"
Discussion,04D,7355,0,19,No,100,"2021-07-20 20:17:45.897313"
Lecture,01,5945,0,24,No,100,"2021-07-20 20:17:45.897318"
Lecture,01,5962,0,31,No,100,"2021-07-20 20:17:45.897324"
Laboratory,01,9514,4,12,No,66.6666666666667,"2021-07-20 20:17:45.897330"
IND,01,1668,25,25,No,0,"2021-07-20 20:17:45.897334"
IND,02,1669,3,4,No,25,"2021-07-20 20:17:45.897339"
IND,03,1670,4,4,No,0,"2021-07-20 20:17:45.897343"
IND,04,1671,3,4,No,25,"2021-07-20 20:17:45.897347"
IND,05,1672,4,4,No,0,"2021-07-20 20:17:45.897352"
IND,06,1673,4,4,No,0,"2021-07-20 20:17:45.897356"
IND,07,1674,4,4,No,0,"2021-07-20 20:17:45.897360"
IND,08,1675,4,4,No,0,"2021-07-20 20:17:45.897365"
IND,09,1676,4,4,No,0,"2021-07-20 20:17:45.897369"
IND,10,1677,4,4,No,0,"2021-07-20 20:17:45.897373"
IND,11,1678,4,4,No,0,"2021-07-20 20:17:45.897378"
IND,12,1679,4,4,No,0,"2021-07-20 20:17:45.897382"
IND,13,1680,4,4,No,0,"2021-07-20 20:17:45.897387"
IND,14,1681,4,4,No,0,"2021-07-20 20:17:45.897391"
IND,15,1682,4,4,No,0,"2021-07-20 20:17:45.897396"
IND,16,1683,4,4,No,0,"2021-07-20 20:17:45.897401"
IND,17,1684,4,4,No,0,"2021-07-20 20:17:45.897405"
IND,18,1685,4,4,No,0,"2021-07-20 20:17:45.897409"
IND,19,1686,4,4,No,0,"2021-07-20 20:17:45.897414"
IND,20,1687,4,4,No,0,"2021-07-20 20:17:45.897419"
IND,50,10432,2,3,No,33.3333333333333,"2021-07-20 20:17:45.897423"
IND,51,10433,2,3,No,33.3333333333333,"2021-07-20 20:17:45.897428"
IND,52,10434,2,3,No,33.3333333333333,"2021-07-20 20:17:45.897433"
IND,53,10435,3,3,No,0,"2021-07-20 20:17:45.897439"
IND,54,10436,3,3,No,0,"2021-07-20 20:17:45.897443"
IND,55,10446,3,3,No,0,"2021-07-20 20:17:45.897448"
IND,56,10447,3,3,No,0,"2021-07-20 20:17:45.897453"
IND,57,10448,3,3,No,0,"2021-07-20 20:17:45.897458"
IND,58,10449,3,3,No,0,"2021-07-20 20:17:45.897462"
IND,59,10450,3,3,No,0,"2021-07-20 20:17:45.897467"
IND,60,10451,3,3,No,0,"2021-07-20 20:17:45.897471"
IND,01,1667,5,5,No,0,"2021-07-20 20:17:45.897476"
IND,01,2307,1,1,No,0,"2021-07-20 20:17:45.897481"
IND,02,2308,1,1,No,0,"2021-07-20 20:17:45.897485"
IND,03,2309,1,1,No,0,"2021-07-20 20:17:45.897490"
IND,04,2310,1,1,No,0,"2021-07-20 20:17:45.897494"
IND,05,2311,0,1,No,100,"2021-07-20 20:17:45.897499"
IND,06,2312,1,1,No,0,"2021-07-20 20:17:45.897503"
IND,07,2313,1,1,No,0,"2021-07-20 20:17:45.897508"
IND,08,2314,1,1,No,0,"2021-07-20 20:17:45.897512"
IND,09,2315,1,1,No,0,"2021-07-20 20:17:45.897517"
IND,10,2316,1,1,No,0,"2021-07-20 20:17:45.897521"
Lecture,01,9561,7,15,No,53.3333333333333,"2021-07-20 20:17:45.897526"
Lecture,01,4261,14,20,No,30,"2021-07-20 20:17:45.897531"
Lecture,01,5954,0,24,No,100,"2021-07-20 20:17:45.897561"
Lecture,001,5917,7,38,No,81.5789473684211,"2021-07-20 20:17:45.897565"
Discussion,01D,5918,6,18,No,66.6666666666667,"2021-07-20 20:17:45.897570"
Discussion,02D,5919,1,20,No,95,"2021-07-20 20:17:45.897604"
Lecture,001,5914,0,12,No,100,"2021-07-20 20:17:45.897609"
Laboratory,01L,5915,0,12,No,100,"2021-07-20 20:17:45.897614"
SEM,001,5925,0,12,No,100,"2021-07-20 20:17:45.897619"
Laboratory,01L,5926,0,12,No,100,"2021-07-20 20:17:45.897623"
Laboratory,01,9532,6,8,No,25,"2021-07-20 20:17:45.897629"
Laboratory,02,10479,1,2,No,50,"2021-07-20 20:17:45.897634"
Lecture,01,9511,0,15,No,100,"2021-07-20 20:17:45.897639"
