course_name,catalog_num,topic,course_number
Research Independent Study,COMPSCI 393,-,1413
Research Independent Study,COMPSCI 393,-,1414
Research Independent Study,COMPSCI 393,-,1415
Research Independent Study,COMPSCI 393,-,1416
Research Independent Study,COMPSCI 393,-,1417
Research Independent Study,COMPSCI 393,-,1418
Research Independent Study,COMPSCI 393,-,1419
Research Independent Study,COMPSCI 393,-,1420
Research Independent Study,COMPSCI 393,-,1421
Research Independent Study,COMPSCI 393,-,1422
Research Independent Study,COMPSCI 393,-,1423
Research Independent Study,COMPSCI 393,-,1424
Research Independent Study,COMPSCI 393,-,1425
Research Independent Study,COMPSCI 393,-,1426
Research Independent Study,COMPSCI 393,-,1427
Research Independent Study,COMPSCI 393,-,1428
Research Independent Study,COMPSCI 393,-,1429
Research Independent Study,COMPSCI 393,-,1430
Research Independent Study,COMPSCI 393,-,1431
Research Independent Study,COMPSCI 393,-,1432
Research Independent Study,COMPSCI 393,-,1433
Research Independent Study,COMPSCI 393,-,1434
Research Independent Study,COMPSCI 393,-,1435
Research Independent Study,COMPSCI 393,-,1436
Research Independent Study,COMPSCI 393,-,1437
Research Independent Study,COMPSCI 393,-,1438
Research Independent Study,COMPSCI 393,-,1439
Research Independent Study,COMPSCI 393,-,1440
Research Independent Study,COMPSCI 393,-,1441
Research Independent Study,COMPSCI 393,-,1442
Research Independent Study,COMPSCI 393,-,1443
Research Independent Study,COMPSCI 393,-,1444
Research Independent Study,COMPSCI 393,-,1445
Research Independent Study,COMPSCI 393,-,1446
Topological Data Analysis,COMPSCI 434,-,4842
Introduction to High Dimensional Data Analysis,COMPSCI 445,-,4844
"History of Computing, Cryptography, and Robotic Devices",COMPSCI 93,-,5278
"History of Computing, Cryptography, and Robotic Devices",COMPSCI 93,-,9714
Programming and Problem Solving,COMPSCI 94,-,5169
Programming and Problem Solving,COMPSCI 94FS,-,5275
Introduction to Computer Science,COMPSCI 101L,-,5223
Introduction to Computer Science,COMPSCI 101L,-,5224
Introduction to Computer Science,COMPSCI 101L,-,5225
Introduction to Computer Science,COMPSCI 101L,-,5226
Introduction to Computer Science,COMPSCI 101L,-,5227
Introduction to Computer Science,COMPSCI 101L,-,5228
Introduction to Computer Science,COMPSCI 101L,-,5229
Introduction to Computer Science,COMPSCI 101L,-,5230
Introduction to Computer Science,COMPSCI 101L,-,5231
Introduction to Computer Science,COMPSCI 101L,-,5232
"Information, Society & Culture: Bass Connections Gateway",COMPSCI 110,-,7420
Introduction to Digital Feminism,COMPSCI 112S,-,4966
Foundations of Data Science,COMPSCI 116,-,5272
Data Structures and Algorithms,COMPSCI 201,-,5170
Data Structures and Algorithms,COMPSCI 201,-,5171
Data Structures and Algorithms,COMPSCI 201,-,5172
Data Structures and Algorithms,COMPSCI 201,-,5173
Data Structures and Algorithms,COMPSCI 201,-,5174
Data Structures and Algorithms,COMPSCI 201,-,5175
Data Structures and Algorithms,COMPSCI 201,-,5176
Data Structures and Algorithms,COMPSCI 201,-,5177
Data Structures and Algorithms,COMPSCI 201,-,5178
Data Structures and Algorithms,COMPSCI 201,-,5179
Data Structures and Algorithms,COMPSCI 201,-,5180
Data Structures and Algorithms,COMPSCI 201,-,5181
Data Structures and Algorithms,COMPSCI 201,-,5182
Data Structures and Algorithms,COMPSCI 201,-,5183
Data Structures and Algorithms,COMPSCI 201,-,5184
Data Structures and Algorithms,COMPSCI 201,-,5185
Data Structures and Algorithms,COMPSCI 201,-,5186
Data Structures and Algorithms,COMPSCI 201,-,5187
Data Structures and Algorithms,COMPSCI 201,-,5188
Data Structures and Algorithms,COMPSCI 201,-,5189
Data Structures and Algorithms,COMPSCI 201,-,5190
Data Structures and Algorithms,COMPSCI 201,-,5191
Introduction to Computer Systems,COMPSCI 210D,-,5279
Introduction to Computer Systems,COMPSCI 210D,-,5280
Introduction to Computer Systems,COMPSCI 210D,-,5281
not found,NA,NA,5282
Introduction to Computer Systems,COMPSCI 210D,-,5283
Introduction to Computer Systems,COMPSCI 210D,-,5284
Introduction to Computer Systems,COMPSCI 210D,-,5285
not found,NA,NA,5286
Introduction to Computer Systems,COMPSCI 210D,-,5287
not found,NA,NA,5288
Everything Data,COMPSCI 216,-,5243
Discrete Math for Computer Science,COMPSCI 230,-,5235
Discrete Math for Computer Science,COMPSCI 230,-,5236
Discrete Math for Computer Science,COMPSCI 230,-,5237
Discrete Math for Computer Science,COMPSCI 230,-,5238
Discrete Math for Computer Science,COMPSCI 230,-,5239
Discrete Math for Computer Science,COMPSCI 230,-,5240
Discrete Math for Computer Science,COMPSCI 230,-,10678
"Race, Gender, Class, & Computing",COMPSCI 240,-,5277
Computer Architecture,COMPSCI 250D,-,7096
Computer Architecture,COMPSCI 250D,-,7097
Computer Architecture,COMPSCI 250D,-,7098
Computer Architecture,COMPSCI 250D,-,7099
Computer Architecture,COMPSCI 250D,-,7100
Computer Architecture,COMPSCI 250D,-,7101
not found,NA,NA,7102
Topics in Computer Science,COMPSCI 290,GREAT IDEAS IN CS,5200
Topics in Computer Science,COMPSCI 290,INTRO TO COMPUTATIONAL IMAGING,5201
Software Design and Implementation,COMPSCI 307D,-,5249
Software Design and Implementation,COMPSCI 307D,-,5250
Introduction to Operating Systems,COMPSCI 310,-,5192
Introduction to Operating Systems,COMPSCI 310,-,5193
Introduction to Database Systems,COMPSCI 316,-,5234
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,5196
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,5197
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,5198
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,5199
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,10617
Introduction to the Design and Analysis of Algorithms,COMPSCI 330,-,10633
not found,NA,NA,10650
Algorithms in the Real World,COMPSCI 333,-,5276
Digital Systems,COMPSCI 350L,-,7043
Digital Systems,COMPSCI 350L,-,7044
Digital Systems,COMPSCI 350L,-,7045
Digital Systems,COMPSCI 350L,-,7046
Digital Systems,COMPSCI 350L,-,7047
Digital Systems,COMPSCI 350L,-,7048
Digital Systems,COMPSCI 350L,-,9721
Computer Security,COMPSCI 351,-,5273
Computer Network Architecture,COMPSCI 356,-,5221
Elements of Machine Learning,COMPSCI 371D,-,5245
Elements of Machine Learning,COMPSCI 371D,-,5246
Elements of Machine Learning,COMPSCI 371D,-,5247
Elements of Machine Learning,COMPSCI 371D,-,5248
Topics in Computer Science,COMPSCI 390,COLLABORATIVE PROJECTS,5233
Independent Study,COMPSCI 391,-,1307
Independent Study,COMPSCI 391,-,1308
Independent Study,COMPSCI 391,-,1309
Independent Study,COMPSCI 391,-,1310
Independent Study,COMPSCI 391,-,1311
Independent Study,COMPSCI 391,-,1312
Independent Study,COMPSCI 391,-,1313
Independent Study,COMPSCI 391,-,1314
Independent Study,COMPSCI 391,-,1315
Independent Study,COMPSCI 391,-,1316
Independent Study,COMPSCI 391,-,1317
Independent Study,COMPSCI 391,-,1318
Independent Study,COMPSCI 391,-,1319
Independent Study,COMPSCI 391,-,1320
Independent Study,COMPSCI 391,-,1321
Independent Study,COMPSCI 391,-,1322
Independent Study,COMPSCI 391,-,1323
Independent Study,COMPSCI 391,-,1324
Independent Study,COMPSCI 391,-,1325
Independent Study,COMPSCI 391,-,1326
Independent Study,COMPSCI 391,-,1327
Independent Study,COMPSCI 391,-,1328
Independent Study,COMPSCI 391,-,1329
Independent Study,COMPSCI 391,-,1330
Independent Study,COMPSCI 391,-,1331
Independent Study,COMPSCI 391,-,1332
Independent Study,COMPSCI 391,-,1333
Independent Study,COMPSCI 391,-,1334
Independent Study,COMPSCI 391,-,1335
Independent Study,COMPSCI 391,-,1336
Research Independent Study,COMPSCI 393,-,1412
Research Independent Study,COMPSCI 393,-,1413
Research Independent Study,COMPSCI 393,-,1414
Research Independent Study,COMPSCI 393,-,1415
Research Independent Study,COMPSCI 393,-,1416
Research Independent Study,COMPSCI 393,-,1417
Research Independent Study,COMPSCI 393,-,1418
Research Independent Study,COMPSCI 393,-,1419
Research Independent Study,COMPSCI 393,-,1420
Research Independent Study,COMPSCI 393,-,1421
Research Independent Study,COMPSCI 393,-,1422
Research Independent Study,COMPSCI 393,-,1423
Research Independent Study,COMPSCI 393,-,1424
Research Independent Study,COMPSCI 393,-,1425
Research Independent Study,COMPSCI 393,-,1426
Research Independent Study,COMPSCI 393,-,1427
Research Independent Study,COMPSCI 393,-,1428
Research Independent Study,COMPSCI 393,-,1429
Research Independent Study,COMPSCI 393,-,1430
Research Independent Study,COMPSCI 393,-,1431
Research Independent Study,COMPSCI 393,-,1432
Research Independent Study,COMPSCI 393,-,1433
Research Independent Study,COMPSCI 393,-,1434
Research Independent Study,COMPSCI 393,-,1435
Research Independent Study,COMPSCI 393,-,1436
Research Independent Study,COMPSCI 393,-,1437
Research Independent Study,COMPSCI 393,-,1438
Research Independent Study,COMPSCI 393,-,1439
Research Independent Study,COMPSCI 393,-,1440
Research Independent Study,COMPSCI 393,-,1441
Research Independent Study,COMPSCI 393,-,1442
Research Independent Study,COMPSCI 393,-,1443
Research Independent Study,COMPSCI 393,-,1444
Research Independent Study,COMPSCI 393,-,1445
Research Independent Study,COMPSCI 393,-,1446
Topological Data Analysis,COMPSCI 434,-,4842
Introduction to High Dimensional Data Analysis,COMPSCI 445,-,4844
Elementary Creole I,CREOLE 101,-,5718
Intermediate Creole I,CREOLE 203,-,5719
Elementary Creole I,CREOLE 101,-,5718
Intermediate Creole I,CREOLE 203,-,5719
First-Year Seminar on Literature,ENGLISH 89S,"PARENTS, CHILDREN, REBELS",7233
Special Topics in Literature,ENGLISH 90S,SPORTS AND SOCIETY,7228
Special Topics in Literature,ENGLISH 90S,BROKEN ENGLISH?,7229
The Art of Reading,ENGLISH 101S,READING POETRY IN SECULAR AGE,7275
The Art of Reading,ENGLISH 101S,HOW NOVELS THINK,7276
The Art of Reading,ENGLISH 101S,INTRODUCTION TO TRAGEDY,7277
Introduction to Creative Writing,ENGLISH 110S,-,7234
Introduction to Creative Writing,ENGLISH 110S,-,7235
Introduction to Creative Writing,ENGLISH 110S,-,7236
Introduction to Film Studies,ENGLISH 181,-,9450
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,RENAISSANCE MATH AND POETRY,7230
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,SOUTHERN GROTESQUE,7231
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,FICTIONALITY AND VIRTUALITY,7232
"Performing Science: Experimentation, Collaboration, and Artistry",ENGLISH 198FS,-,8911
Introduction to Performance Studies,ENGLISH 202S,-,8906
Variety in Language: English in the United States,ENGLISH 206,-,4373
Criticism and the Arts,ENGLISH 208S,-,7274
Introduction to the Writing of Poetry,ENGLISH 220S,-,7238
Introduction to the Writing of Fiction,ENGLISH 221S,WRITING THE UNSPEAKABLE,7269
Introduction to the Writing of Creative Non-Fiction,ENGLISH 222S,"PROCESSES, PLACES, & THINGS",7237
Ready for Prime Time: Writing the Dramatic TV Episode,ENGLISH 224S,-,8899
Writing the Movie. Introduction to the Theory and Practice of Writing for the Screen,ENGLISH 225S,-,9078
Dramatic Writing,ENGLISH 226S,-,8872
Literatures and Films of Pandemic,ENGLISH 243S,-,6392
Social Marketing: From Literary Celebrities to Instagram Influencers,ENGLISH 253,-,5469
Docu-Poetry: Real Life Truths Outside and Inside the Poetic Narrative,ENGLISH 279S,-,6680
The Legend of King Arthur in Literature and Film,ENGLISH 286,-,5449
Special Topics in Language and Literature,ENGLISH 290S,GREAT POEMS OF ENGLISH LANG,9617
Special Topics in Creative Writing,ENGLISH 290S-4,PLAYS THAT CHANGE THE WORLD,7240
Special Topics in Creative Writing,ENGLISH 290S-4,WORLD BUILDING,7241
The Business of Art and Media,ENGLISH 310A,-,10698
The Arts in New York: A Thematic Approach,ENGLISH 312A,-,10695
Internship in New York,ENGLISH 313A,-,10707
not found,NA,NA,10701
Intermediate Workshop in the Writing of Poetry,ENGLISH 320S,-,7239
Intermediate Workshop in the Writing of Fiction,ENGLISH 321S,KNIVES OUT!,7268
Shakespeare through 1600,ENGLISH 336,-,7247
Milton,ENGLISH 338S,-,7270
Fictions That Mark the Moment,ENGLISH 379S,-,7377
Science Fiction Film,ENGLISH 386,-,7254
Special Topics: Single American Author,ENGLISH 390-1,WILLIAM FAULKNER,7249
Special Topics in Language and Literature,ENGLISH 390S-7,FUTURE SHOCK NOW,7265
Special Topics in Language and Literature,ENGLISH 390S-7,BLAKE AND YEATS,7266
Special Topics in Language and Literature,ENGLISH 390S-7,LIT & THE PURSUIT OF HAPPINESS,7267
Special Topics in Language and Literature,ENGLISH 390S-7,INTRO TO DIGITAL CULTURE,7589
Special Topics in Language and Literature,ENGLISH 390S-7,POSTCOLONIAL STUDIES,7590
Special Topics in Language and Literature,ENGLISH 390S-7,"FABRICATING RACE-ART, CLOTHING",4953
Language and Society,ENGLISH 395,-,7259
Special Topics in Language and Literature,ENGLISH 490,"ENVIRONMENT IN LIT, LAW, & SCI",7250
not found,NA,NA,7256
Distinction Creative Writing Independent Study,ENGLISH 496,ATROPOS,10667
Distinction Creative Writing Independent Study,ENGLISH 496,LONGING / BELONGING: POEMS,10668
Distinction Creative Writing Independent Study,ENGLISH 496,JERSEY,10669
Distinction Critical Research Independent Study,ENGLISH 498,CRIMINAL JUSTICE & THE NOVEL,10670
Distinction Critical Research Independent Study,ENGLISH 498,EVOLUTION & PSYCHOLOGY,10671
Distinction Critical Research Independent Study,ENGLISH 498,TRACING THE SIMULACRA,10672
Distinction Critical Research Independent Study,ENGLISH 498,20TH CENT WOMEN NARRATIVES,10673
Distinction Critical Research Independent Study,ENGLISH 498,"JUNK, ACID & C: THE '60S",10674
First-Year Seminar on Literature,ENGLISH 89S,"PARENTS, CHILDREN, REBELS",7233
Special Topics in Literature,ENGLISH 90S,SPORTS AND SOCIETY,7228
Special Topics in Literature,ENGLISH 90S,BROKEN ENGLISH?,7229
The Art of Reading,ENGLISH 101S,READING POETRY IN SECULAR AGE,7275
The Art of Reading,ENGLISH 101S,HOW NOVELS THINK,7276
The Art of Reading,ENGLISH 101S,INTRODUCTION TO TRAGEDY,7277
Introduction to Creative Writing,ENGLISH 110S,-,7234
Introduction to Creative Writing,ENGLISH 110S,-,7235
Introduction to Creative Writing,ENGLISH 110S,-,7236
Introduction to Film Studies,ENGLISH 181,-,9450
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,RENAISSANCE MATH AND POETRY,7230
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,SOUTHERN GROTESQUE,7231
Focus Program Seminar: Topics on Literature,ENGLISH 190FS-2,FICTIONALITY AND VIRTUALITY,7232
"Performing Science: Experimentation, Collaboration, and Artistry",ENGLISH 198FS,-,8911
Introduction to Performance Studies,ENGLISH 202S,-,8906
Variety in Language: English in the United States,ENGLISH 206,-,4373
Criticism and the Arts,ENGLISH 208S,-,7274
Introduction to the Writing of Poetry,ENGLISH 220S,-,7238
Introduction to the Writing of Fiction,ENGLISH 221S,WRITING THE UNSPEAKABLE,7269
Introduction to the Writing of Creative Non-Fiction,ENGLISH 222S,"PROCESSES, PLACES, & THINGS",7237
Ready for Prime Time: Writing the Dramatic TV Episode,ENGLISH 224S,-,8899
Writing the Movie. Introduction to the Theory and Practice of Writing for the Screen,ENGLISH 225S,-,9078
Dramatic Writing,ENGLISH 226S,-,8872
Literatures and Films of Pandemic,ENGLISH 243S,-,6392
Social Marketing: From Literary Celebrities to Instagram Influencers,ENGLISH 253,-,5469
Docu-Poetry: Real Life Truths Outside and Inside the Poetic Narrative,ENGLISH 279S,-,6680
The Legend of King Arthur in Literature and Film,ENGLISH 286,-,5449
Special Topics in Language and Literature,ENGLISH 290S,GREAT POEMS OF ENGLISH LANG,9617
Special Topics in Creative Writing,ENGLISH 290S-4,PLAYS THAT CHANGE THE WORLD,7240
Special Topics in Creative Writing,ENGLISH 290S-4,WORLD BUILDING,7241
The Business of Art and Media,ENGLISH 310A,-,10698
The Arts in New York: A Thematic Approach,ENGLISH 312A,-,10695
Internship in New York,ENGLISH 313A,-,10707
not found,NA,NA,10701
Intermediate Workshop in the Writing of Poetry,ENGLISH 320S,-,7239
Intermediate Workshop in the Writing of Fiction,ENGLISH 321S,KNIVES OUT!,7268
Shakespeare through 1600,ENGLISH 336,-,7247
Milton,ENGLISH 338S,-,7270
Fictions That Mark the Moment,ENGLISH 379S,-,7377
Science Fiction Film,ENGLISH 386,-,7254
Special Topics: Single American Author,ENGLISH 390-1,WILLIAM FAULKNER,7249
Special Topics in Language and Literature,ENGLISH 390S-7,FUTURE SHOCK NOW,7265
Special Topics in Language and Literature,ENGLISH 390S-7,BLAKE AND YEATS,7266
Special Topics in Language and Literature,ENGLISH 390S-7,LIT & THE PURSUIT OF HAPPINESS,7267
Special Topics in Language and Literature,ENGLISH 390S-7,INTRO TO DIGITAL CULTURE,7589
Special Topics in Language and Literature,ENGLISH 390S-7,POSTCOLONIAL STUDIES,7590
Special Topics in Language and Literature,ENGLISH 390S-7,"FABRICATING RACE-ART, CLOTHING",4953
Language and Society,ENGLISH 395,-,7259
Special Topics in Language and Literature,ENGLISH 490,"ENVIRONMENT IN LIT, LAW, & SCI",7250
not found,NA,NA,7256
Distinction Creative Writing Independent Study,ENGLISH 496,ATROPOS,10667
Distinction Creative Writing Independent Study,ENGLISH 496,LONGING / BELONGING: POEMS,10668
Distinction Creative Writing Independent Study,ENGLISH 496,JERSEY,10669
Distinction Critical Research Independent Study,ENGLISH 498,CRIMINAL JUSTICE & THE NOVEL,10670
Distinction Critical Research Independent Study,ENGLISH 498,EVOLUTION & PSYCHOLOGY,10671
Distinction Critical Research Independent Study,ENGLISH 498,TRACING THE SIMULACRA,10672
Distinction Critical Research Independent Study,ENGLISH 498,20TH CENT WOMEN NARRATIVES,10673
Distinction Critical Research Independent Study,ENGLISH 498,"JUNK, ACID & C: THE '60S",10674
"Introduction to Energy Generation, Delivery, Conversion and Efficiency",ENRGYEGR 310,-,10655
Special Topics in Energy Engineering,ENRGYEGR 490,MODERN POWER SYSTEMS,9453
Special Topics in Energy Engineering,ENRGYEGR 490,WIND TURBINE DESIGN & ANALYSIS,9455
